index,date,time,exit_time,hold_mins,dir,entry,sl,t1,t2,t3,risk_pts,exit_price,outcome,r,score,mss,regime,fvg_size,fvg_top,fvg_bottom,hour,minute,weekday,win,period,month,year,session
NIFTY,2025-11-11,11:57,12:03,6,LONG,25621.5,25602.0,25660.5,25680.0,25699.5,19.5,25660.5,T1,2.0,14,CHOCH,TRENDING,19.0,0,0,11,57,1,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-12,11:09,11:15,6,SHORT,58574.7,58600.4,58549.0,58536.2,58512.8,25.7,58549.0,T1,1.0,11,BOS,NEUTRAL,25.2,0,0,11,9,2,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-12,13:30,13:33,3,SHORT,58650.5,58682.0,58603.2,58587.5,58528.8,31.5,58587.5,T2,2.0,16,CHOCH,TRENDING,31.0,0,0,13,30,2,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-12,14:09,14:12,3,SHORT,13951.5,13960.9,13937.5,13932.8,13895.4,9.3,13932.8,T2,2.0,15,CHOCH,TRENDING,8.85,0,0,14,9,2,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-12,14:03,14:06,3,SHORT,27534.4,27555.3,27503.0,27492.6,27471.7,20.9,27503.0,T1,1.5,13,CHOCH,TRENDING,20.4,0,0,14,3,2,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-12,12:24,12:30,6,SHORT,27496.5,27504.8,27484.0,27479.9,27471.6,8.3,27504.8,SL,-1.0,11,CHOCH,TRENDING,7.8,0,0,12,24,2,0,2025-26,2025-11,2025,PM (12-15)
NIFTY,2025-11-13,12:33,12:36,3,SHORT,26065.3,26073.6,26048.7,26040.4,26032.1,8.3,26032.1,T3,4.0,16,CHOCH,TRENDING,7.8,0,0,12,33,3,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-13,13:51,13:54,3,SHORT,27575.5,27600.1,27538.6,27526.3,27501.7,24.6,27538.6,T1,1.5,13,BOS,TRENDING,24.1,0,0,13,51,3,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-13,13:00,13:03,3,LONG,13949.5,13938.0,13966.8,13972.5,13994.5,11.5,13972.5,T2,2.0,15,CHOCH,TRENDING,11.0,0,0,13,0,3,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-13,13:36,13:39,3,LONG,13966.3,13963.8,13970.0,13971.3,13994.5,2.5,13971.3,T2,2.0,10,BOS,TRENDING,1.5,0,0,13,36,3,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-13,12:33,12:36,3,SHORT,58731.9,58748.8,58706.6,58698.1,58671.6,16.9,58671.6,T3,3.57,12,BOS,TRENDING,16.4,0,0,12,33,3,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-13,13:45,13:48,3,LONG,58675.5,58637.6,58713.4,58732.3,58765.6,37.9,58713.4,T1,1.0,13,CHOCH,NEUTRAL,37.4,0,0,13,45,3,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-13,12:33,12:39,6,SHORT,27575.1,27603.8,27532.0,27517.7,27489.0,28.7,27532.0,T1,1.5,16,CHOCH,TRENDING,28.2,0,0,12,33,3,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-13,11:21,11:24,3,SHORT,27546.3,27551.4,27538.7,27536.1,27503.3,5.1,27536.1,T2,2.0,13,CHOCH,TRENDING,4.6,0,0,11,21,3,1,2025-26,2025-11,2025,AM (10-12)
MIDCPNIFTY,2025-11-13,11:12,11:15,3,SHORT,14008.0,14025.2,13982.1,13973.5,13956.2,17.2,13982.1,T1,1.5,15,CHOCH,TRENDING,16.75,0,0,11,12,3,1,2025-26,2025-11,2025,AM (10-12)
MIDCPNIFTY,2025-11-13,11:45,11:48,3,SHORT,13995.5,14003.0,13988.0,13984.2,13974.0,7.5,13984.2,T2,1.5,16,CHOCH,NEUTRAL,7.0,0,0,11,45,3,1,2025-26,2025-11,2025,AM (10-12)
NIFTY,2025-11-14,10:54,10:57,3,LONG,25880.5,25862.8,25915.9,25933.6,25980.8,17.7,25933.6,T2,3.0,16,CHOCH,TRENDING,17.2,0,0,10,54,4,1,2025-26,2025-11,2025,AM (10-12)
FINNIFTY,2025-11-14,13:36,13:39,3,SHORT,27505.2,27521.4,27480.9,27472.8,27456.6,16.2,27472.8,T2,2.0,13,CHOCH,TRENDING,15.7,0,0,13,36,4,1,2025-26,2025-11,2025,PM (12-15)
NIFTY,2025-11-17,14:18,14:21,3,SHORT,26070.0,26076.0,26058.0,26052.0,26040.3,6.0,26052.0,T2,3.0,17,CHOCH,TRENDING,5.5,0,0,14,18,0,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-17,14:21,14:24,3,SHORT,27669.9,27672.4,27666.2,27664.9,27655.8,2.5,27672.4,SL,-1.0,13,CHOCH,TRENDING,0.4,0,0,14,21,0,0,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-17,14:54,15:21,27,SHORT,27675.5,27692.0,27650.8,27642.5,27626.0,16.5,27680.2,EOD,-0.28,13,CHOCH,TRENDING,16.0,0,0,14,54,0,0,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-18,14:33,14:36,3,SHORT,14007.8,14016.6,13999.0,13994.6,13989.0,8.8,13994.6,T2,1.5,11,CHOCH,NEUTRAL,8.3,0,0,14,33,1,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-18,13:45,14:00,15,LONG,13987.0,13978.4,14000.1,14004.5,14013.1,8.7,14000.1,T1,1.5,14,BOS,TRENDING,8.2,0,0,13,45,1,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-18,14:30,14:33,3,SHORT,27650.2,27656.4,27640.9,27637.8,27627.3,6.2,27637.8,T2,2.0,10,BOS,TRENDING,5.7,0,0,14,30,1,1,2025-26,2025-11,2025,PM (12-15)
NIFTY,2025-11-19,13:33,13:36,3,SHORT,26045.5,26048.1,26040.3,26037.7,25995.4,2.6,26037.7,T2,3.0,13,BOS,TRENDING,2.1,0,0,13,33,2,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-19,13:51,13:54,3,SHORT,59104.7,59113.6,59091.3,59086.9,59027.8,8.9,59086.9,T2,2.0,15,CHOCH,TRENDING,8.4,0,0,13,51,2,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-19,13:42,14:12,30,SHORT,27595.9,27615.8,27566.0,27556.1,27527.5,19.9,27615.8,SL,-1.0,14,BOS,TRENDING,19.4,0,0,13,42,2,0,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-20,14:30,14:36,6,SHORT,27901.6,27915.7,27880.5,27873.4,27750.3,14.1,27915.7,SL,-1.0,14,CHOCH,TRENDING,13.6,0,0,14,30,3,0,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-20,12:33,12:36,3,LONG,14066.2,14063.8,14068.8,14070.0,14076.3,2.5,14070.0,T2,1.5,11,CHOCH,NEUTRAL,0.05,0,0,12,33,3,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-20,11:48,11:51,3,SHORT,14065.5,14068.0,14061.8,14060.5,14056.8,2.5,14060.5,T2,2.0,12,BOS,TRENDING,1.3,0,0,11,48,3,1,2025-26,2025-11,2025,AM (10-12)
MIDCPNIFTY,2025-11-20,11:15,11:18,3,SHORT,14067.5,14076.0,14054.8,14050.5,14042.0,8.5,14050.5,T2,2.0,12,BOS,TRENDING,8.0,0,0,11,15,3,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-20,14:42,14:45,3,SHORT,59449.5,59478.4,59406.2,59391.7,59362.8,28.9,59406.2,T1,1.5,15,CHOCH,TRENDING,28.4,0,0,14,42,3,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-20,10:36,10:39,3,SHORT,59254.3,59266.8,59235.6,59229.3,59204.9,12.5,59229.3,T2,2.0,13,CHOCH,TRENDING,12.0,0,0,10,36,3,1,2025-26,2025-11,2025,AM (10-12)
FINNIFTY,2025-11-21,11:24,12:12,48,LONG,27605.2,27561.4,27670.9,27692.8,27736.6,43.8,27670.9,T1,1.5,13,BOS,TRENDING,43.3,0,0,11,24,4,1,2025-26,2025-11,2025,AM (10-12)
MIDCPNIFTY,2025-11-21,11:18,11:24,6,LONG,13890.8,13881.5,13900.0,13904.6,13909.2,9.2,13881.5,SL,-1.0,15,CHOCH,NEUTRAL,8.75,0,0,11,18,4,0,2025-26,2025-11,2025,AM (10-12)
NIFTY,2025-11-21,13:15,13:18,3,SHORT,26163.1,26177.1,26135.1,26121.1,26098.4,14.0,26121.1,T2,3.0,14,CHOCH,TRENDING,13.5,0,0,13,15,4,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-21,14:30,14:33,3,SHORT,27693.8,27698.6,27689.0,27686.6,27658.1,4.8,27686.6,T2,1.5,13,CHOCH,NEUTRAL,4.3,0,0,14,30,4,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-21,12:15,12:18,3,LONG,59019.3,59001.6,59045.8,59054.7,59111.6,17.7,59054.7,T2,2.0,10,BOS,TRENDING,17.2,0,0,12,15,4,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-21,13:21,13:24,3,SHORT,27669.1,27683.1,27648.1,27641.1,27627.1,14.0,27648.1,T1,1.5,15,CHOCH,TRENDING,13.5,0,0,13,21,4,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-21,13:18,13:21,3,SHORT,59053.5,59063.0,59039.2,59034.5,58905.0,9.5,59034.5,T2,2.0,13,CHOCH,TRENDING,9.0,0,0,13,18,4,1,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-24,13:03,15:06,123,LONG,27656.5,27622.2,27708.0,27725.1,27759.4,34.3,27622.2,SL,-1.0,12,CHOCH,TRENDING,33.8,0,0,13,3,0,0,2025-26,2025-11,2025,PM (12-15)
FINNIFTY,2025-11-24,11:57,12:27,30,SHORT,27729.4,27767.3,27672.5,27653.6,27615.7,37.9,27672.5,T1,1.5,14,CHOCH,TRENDING,37.4,0,0,11,57,0,1,2025-26,2025-11,2025,AM (10-12)
MIDCPNIFTY,2025-11-25,12:21,12:24,3,SHORT,13799.2,13810.6,13787.8,13782.1,13773.2,11.4,13787.8,T1,1.0,13,CHOCH,NEUTRAL,10.9,0,0,12,21,1,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-25,10:45,10:48,3,SHORT,13806.3,13811.5,13798.6,13796.0,13790.9,5.2,13796.0,T2,2.0,14,BOS,TRENDING,4.65,0,0,10,45,1,1,2025-26,2025-11,2025,AM (10-12)
NIFTY,2025-11-25,11:51,11:54,3,LONG,25958.8,25950.1,25971.8,25976.2,25984.9,8.7,25976.2,T2,2.0,13,CHOCH,NEUTRAL,8.2,0,0,11,51,1,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-25,11:51,11:54,3,LONG,58851.3,58805.6,58897.0,58919.8,58942.7,45.7,58942.7,T3,2.0,12,BOS,NEUTRAL,45.2,0,0,11,51,1,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-25,10:03,10:06,3,LONG,58941.9,58932.4,58951.4,58956.2,59158.0,9.5,58956.2,T2,1.5,13,CHOCH,NEUTRAL,9.0,0,0,10,3,1,1,2025-26,2025-11,2025,AM (10-12)
FINNIFTY,2025-11-25,10:12,10:15,3,LONG,27546.8,27524.0,27581.0,27592.4,27629.3,22.8,27581.0,T1,1.5,13,BOS,TRENDING,22.3,0,0,10,12,1,1,2025-26,2025-11,2025,AM (10-12)
FINNIFTY,2025-11-25,12:00,13:33,93,LONG,27496.7,27458.4,27554.2,27573.3,27611.6,38.3,27554.2,T1,1.5,15,BOS,TRENDING,37.8,0,0,12,0,1,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-26,10:54,10:57,3,SHORT,59819.9,59845.8,59781.1,59768.1,59735.2,25.9,59781.1,T1,1.5,9,CHOCH,TRENDING,25.4,0,0,10,54,2,1,2025-26,2025-11,2025,AM (10-12)
FINNIFTY,2025-11-27,11:39,11:48,9,SHORT,28157.1,28168.2,28140.5,28134.9,28118.3,11.1,28118.3,T3,3.5,13,CHOCH,TRENDING,10.6,0,0,11,39,3,1,2025-26,2025-11,2025,AM (10-12)
MIDCPNIFTY,2025-11-27,12:48,12:51,3,LONG,14115.5,14098.4,14132.6,14141.1,14169.0,17.1,14132.6,T1,1.0,16,CHOCH,NEUTRAL,16.6,0,0,12,48,3,1,2025-26,2025-11,2025,PM (12-15)
NIFTY,2025-11-27,11:36,11:39,3,SHORT,26445.5,26448.0,26440.5,26438.0,26404.3,2.5,26438.0,T2,3.0,13,BOS,TRENDING,0.1,0,0,11,36,3,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-27,11:51,11:54,3,SHORT,60069.3,60107.0,60012.8,59993.9,59950.0,37.7,60012.8,T1,1.5,13,CHOCH,TRENDING,37.2,0,0,11,51,3,1,2025-26,2025-11,2025,AM (10-12)
FINNIFTY,2025-11-28,14:51,15:21,30,LONG,28044.8,28033.6,28061.6,28067.2,28078.4,11.2,28050.7,EOD,0.53,13,CHOCH,TRENDING,10.7,0,0,14,51,4,1,2025-26,2025-11,2025,PM (12-15)
MIDCPNIFTY,2025-11-28,12:18,12:21,3,SHORT,14156.5,14167.7,14145.3,14139.7,14122.0,11.2,14139.7,T2,1.5,12,BOS,NEUTRAL,10.7,0,0,12,18,4,1,2025-26,2025-11,2025,PM (12-15)
BANKNIFTY,2025-11-28,11:54,11:57,3,SHORT,60106.1,60118.0,60094.2,60088.2,60081.7,11.9,60094.2,T1,1.0,13,CHOCH,NEUTRAL,11.4,0,0,11,54,4,1,2025-26,2025-11,2025,AM (10-12)
BANKNIFTY,2025-11-28,14:33,14:36,3,LONG,60040.5,60029.0,60057.8,60063.5,60091.4,11.5,60063.5,T2,2.0,16,CHOCH,TRENDING,11.0,0,0,14,33,4,1,2025-26,2025-11,2025,PM (12-15)
NIFTY,2025-11-28,11:42,11:54,12,SHORT,26430.5,26437.0,26417.5,26411.0,26404.5,6.5,26411.0,T2,3.0,16,CHOCH,TRENDING,6.0,0,0,11,42,4,1,2025-26,2025-11,2025,AM (10-12)
NIFTY,2025-12-01,13:39,13:42,3,LONG,26338.5,26334.5,26344.5,26346.5,26352.9,4.0,26352.9,T3,3.61,11,CHOCH,NEUTRAL,3.5,0,0,13,39,0,1,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-01,10:39,10:42,3,SHORT,26447.6,26457.1,26433.3,26428.6,26419.1,9.5,26428.6,T2,2.0,13,CHOCH,NEUTRAL,9.0,0,0,10,39,0,1,2025-26,2025-12,2025,AM (10-12)
MIDCPNIFTY,2025-12-01,10:51,10:54,3,SHORT,14172.5,14181.0,14159.8,14155.5,14118.1,8.5,14155.5,T2,2.0,11,BOS,TRENDING,8.0,0,0,10,51,0,1,2025-26,2025-12,2025,AM (10-12)
MIDCPNIFTY,2025-12-01,13:18,13:21,3,LONG,14123.8,14121.3,14126.3,14127.5,14128.8,2.5,14121.3,SL,-1.0,15,CHOCH,NEUTRAL,1.4,0,0,13,18,0,0,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-01,14:12,14:15,3,LONG,60000.5,59994.2,60006.8,60009.9,60016.2,6.3,59994.2,SL,-1.0,13,CHOCH,NEUTRAL,5.8,0,0,14,12,0,0,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-03,12:06,12:09,3,LONG,27680.5,27665.2,27703.5,27711.1,27726.4,15.3,27726.4,T3,3.0,9,BOS,TRENDING,14.8,0,0,12,6,2,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-03,11:00,11:33,33,LONG,27649.5,27637.2,27661.8,27668.0,27685.0,12.3,27668.0,T2,1.5,13,CHOCH,NEUTRAL,11.8,0,0,11,0,2,1,2025-26,2025-12,2025,AM (10-12)
FINNIFTY,2025-12-03,14:09,14:21,12,LONG,27675.5,27660.0,27698.8,27706.5,27728.6,15.5,27728.6,T3,3.43,13,CHOCH,TRENDING,15.0,0,0,14,9,2,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-03,13:45,13:48,3,SHORT,59480.7,59483.2,59476.9,59475.7,59314.8,2.5,59475.7,T2,2.0,11,CHOCH,TRENDING,1.0,0,0,13,45,2,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-03,11:36,11:39,3,LONG,59390.5,59365.4,59428.2,59440.7,59516.5,25.1,59516.5,T3,5.02,14,BOS,TRENDING,24.6,0,0,11,36,2,1,2025-26,2025-12,2025,AM (10-12)
NIFTY,2025-12-03,11:36,11:39,3,LONG,26075.5,26073.0,26080.5,26083.0,26107.3,2.5,26083.0,T2,3.0,13,BOS,TRENDING,0.6,0,0,11,36,2,1,2025-26,2025-12,2025,AM (10-12)
NIFTY,2025-12-03,13:42,13:45,3,SHORT,26094.5,26099.0,26085.5,26081.0,26068.3,4.5,26068.3,T3,5.81,14,CHOCH,TRENDING,4.0,0,0,13,42,2,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-03,13:39,13:42,3,SHORT,13915.1,13917.6,13912.6,13911.4,13893.1,2.5,13911.4,T2,1.5,14,CHOCH,NEUTRAL,0.55,0,0,13,39,2,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-04,11:18,11:21,3,SHORT,13985.0,13989.0,13979.0,13977.0,13972.4,4.0,13972.4,T3,3.15,14,BOS,TRENDING,3.5,0,0,11,18,3,1,2025-26,2025-12,2025,AM (10-12)
NIFTY,2025-12-04,13:24,13:27,3,LONG,26147.6,26141.4,26160.0,26166.2,26172.4,6.2,26160.0,T1,2.0,16,CHOCH,TRENDING,5.7,0,0,13,24,3,1,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-04,11:39,11:42,3,SHORT,26199.5,26214.7,26169.1,26153.9,26138.7,15.2,26169.1,T1,2.0,14,CHOCH,TRENDING,14.7,0,0,11,39,3,1,2025-26,2025-12,2025,AM (10-12)
FINNIFTY,2025-12-04,14:12,14:54,42,LONG,27706.1,27666.2,27766.0,27785.9,27825.8,39.9,27766.0,T1,1.5,16,CHOCH,TRENDING,39.4,0,0,14,12,3,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-04,12:21,12:24,3,LONG,13952.1,13949.6,13955.9,13957.1,13961.0,2.5,13961.0,T3,3.54,15,CHOCH,TRENDING,1.35,0,0,12,21,3,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-04,11:09,11:12,3,SHORT,59790.7,59815.2,59766.2,59753.9,59648.2,24.5,59753.9,T2,1.5,13,CHOCH,NEUTRAL,24.0,0,0,11,9,3,1,2025-26,2025-12,2025,AM (10-12)
BANKNIFTY,2025-12-04,13:24,13:27,3,LONG,59561.1,59533.2,59602.9,59616.9,59655.5,27.9,59602.9,T1,1.5,15,CHOCH,TRENDING,27.4,0,0,13,24,3,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-04,14:09,14:12,3,LONG,59503.5,59478.2,59541.4,59554.1,59610.0,25.3,59554.1,T2,2.0,15,CHOCH,TRENDING,24.8,0,0,14,9,3,1,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-04,14:09,14:12,3,LONG,26125.5,26121.6,26133.3,26137.2,26169.6,3.9,26137.2,T2,3.0,16,CHOCH,TRENDING,3.4,0,0,14,9,3,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-05,14:45,14:48,3,SHORT,14032.9,14046.8,14012.0,14005.1,13979.4,13.9,14005.1,T2,2.0,15,CHOCH,TRENDING,13.4,0,0,14,45,4,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-05,14:03,14:06,3,SHORT,60035.9,60051.8,60012.1,60004.1,59915.5,15.9,60004.1,T2,2.0,13,CHOCH,TRENDING,15.4,0,0,14,3,4,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-05,14:15,14:30,15,SHORT,28039.5,28059.0,28010.2,28000.5,27981.0,19.5,28000.5,T2,2.0,11,CHOCH,TRENDING,19.0,0,0,14,15,4,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-08,13:06,13:18,12,LONG,27908.6,27891.2,27934.7,27943.4,27960.8,17.4,27891.2,SL,-1.0,13,CHOCH,TRENDING,16.9,0,0,13,6,0,0,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-08,14:57,15:00,3,LONG,59488.7,59476.4,59501.0,59507.2,59580.0,12.3,59580.0,T3,7.42,10,BOS,NEUTRAL,11.8,0,0,14,57,0,1,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-08,14:45,14:48,3,LONG,26064.5,26059.6,26074.3,26079.2,26084.1,4.9,26084.1,T3,4.0,14,CHOCH,TRENDING,4.4,0,0,14,45,0,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-09,14:06,14:09,3,SHORT,59631.5,59657.6,59605.4,59592.3,59527.1,26.1,59592.3,T2,1.5,15,CHOCH,NEUTRAL,25.6,0,0,14,6,1,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-09,12:48,12:51,3,SHORT,13815.5,13837.4,13782.7,13771.8,13750.0,21.9,13771.8,T2,2.0,12,CHOCH,TRENDING,21.35,0,0,12,48,1,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-09,11:06,11:09,3,LONG,27725.5,27704.8,27756.5,27766.9,27787.6,20.7,27766.9,T2,2.0,13,CHOCH,TRENDING,20.2,0,0,11,6,1,1,2025-26,2025-12,2025,AM (10-12)
FINNIFTY,2025-12-09,12:09,12:24,15,LONG,27696.3,27646.6,27770.8,27795.7,27845.4,49.7,27795.7,T2,2.0,13,BOS,TRENDING,49.2,0,0,12,9,1,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-09,13:03,13:33,30,SHORT,27748.3,27769.9,27715.9,27705.1,27683.5,21.6,27769.9,SL,-1.0,15,CHOCH,TRENDING,21.1,0,0,13,3,1,0,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-09,14:09,14:15,6,SHORT,26012.5,26021.0,25995.5,25987.0,25978.5,8.5,25995.5,T1,2.0,14,CHOCH,TRENDING,8.0,0,0,14,9,1,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-09,13:21,13:27,6,SHORT,13787.5,13803.1,13771.9,13764.0,13734.5,15.7,13803.1,SL,-1.0,11,BOS,NEUTRAL,15.15,0,0,13,21,1,0,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-10,10:51,10:54,3,SHORT,26005.5,26022.0,25972.5,25956.0,25934.7,16.5,25956.0,T2,3.0,15,BOS,TRENDING,16.0,0,0,10,51,2,1,2025-26,2025-12,2025,AM (10-12)
MIDCPNIFTY,2025-12-10,13:21,13:27,6,LONG,13695.5,13688.5,13706.0,13709.5,13732.9,7.0,13688.5,SL,-1.0,15,CHOCH,TRENDING,6.5,0,0,13,21,2,0,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-10,13:30,14:21,51,LONG,27563.4,27527.0,27618.0,27636.2,27672.6,36.4,27527.0,SL,-1.0,15,BOS,TRENDING,35.9,0,0,13,30,2,0,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-10,10:48,10:51,3,SHORT,59599.5,59615.6,59575.3,59567.3,59430.0,16.1,59567.3,T2,2.0,12,BOS,TRENDING,15.6,0,0,10,48,2,1,2025-26,2025-12,2025,AM (10-12)
BANKNIFTY,2025-12-10,14:42,14:48,6,LONG,59200.1,59172.8,59241.1,59254.7,59288.8,27.3,59254.7,T2,2.0,11,CHOCH,TRENDING,26.8,0,0,14,42,2,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-11,14:03,14:06,3,SHORT,13739.5,13748.0,13731.0,13726.8,13705.4,8.4,13726.8,T2,1.5,12,CHOCH,NEUTRAL,7.95,0,0,14,3,3,1,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-11,14:06,14:09,3,SHORT,25990.0,25992.5,25985.0,25982.5,25976.8,2.5,25992.5,SL,-1.0,15,CHOCH,TRENDING,0.6,0,0,14,6,3,0,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-11,11:36,11:39,3,SHORT,13714.5,13726.5,13696.4,13690.4,13676.7,12.1,13696.4,T1,1.5,15,CHOCH,TRENDING,11.55,0,0,11,36,3,1,2025-26,2025-12,2025,AM (10-12)
BANKNIFTY,2025-12-11,13:06,13:09,3,SHORT,59582.5,59598.6,59558.3,59550.3,59462.5,16.1,59550.3,T2,2.0,15,BOS,TRENDING,15.6,0,0,13,6,3,1,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-11,14:21,14:24,3,LONG,59498.3,59489.4,59507.2,59511.7,59531.2,8.9,59511.7,T2,1.5,13,CHOCH,NEUTRAL,8.4,0,0,14,21,3,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-11,13:06,13:09,3,SHORT,13745.4,13752.2,13735.2,13731.8,13690.0,6.8,13731.8,T2,2.0,14,CHOCH,TRENDING,6.3,0,0,13,6,3,1,2025-26,2025-12,2025,PM (12-15)
MIDCPNIFTY,2025-12-11,14:42,14:45,3,SHORT,13750.1,13761.8,13732.7,13726.9,13715.0,11.7,13726.9,T2,2.0,13,CHOCH,TRENDING,11.15,0,0,14,42,3,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-11,13:06,13:09,3,SHORT,27721.3,27745.5,27685.0,27672.9,27648.7,24.2,27672.9,T2,2.0,15,BOS,TRENDING,23.7,0,0,13,6,3,1,2025-26,2025-12,2025,PM (12-15)
NIFTY,2025-12-12,10:24,10:27,3,SHORT,26107.5,26137.7,26047.1,26016.9,25986.7,30.2,26047.1,T1,2.0,15,BOS,TRENDING,29.7,0,0,10,24,4,1,2025-26,2025-12,2025,AM (10-12)
BANKNIFTY,2025-12-15,14:15,14:18,3,SHORT,59674.5,59686.0,59657.2,59651.5,59640.0,11.5,59686.0,SL,-1.0,13,CHOCH,TRENDING,11.0,0,0,14,15,0,0,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-15,14:09,14:12,3,SHORT,27734.5,27750.0,27711.2,27703.5,27688.0,15.5,27703.5,T2,2.0,13,CHOCH,TRENDING,15.0,0,0,14,9,0,1,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-16,12:36,12:57,21,LONG,27563.5,27556.0,27571.0,27574.8,27594.5,7.5,27556.0,SL,-1.0,15,CHOCH,NEUTRAL,7.0,0,0,12,36,1,0,2025-26,2025-12,2025,PM (12-15)
FINNIFTY,2025-12-16,14:30,15:12,42,LONG,27530.5,27516.5,27551.5,27558.5,27572.5,14.0,27516.5,SL,-1.0,15,CHOCH,TRENDING,13.5,0,0,14,30,1,0,2025-26,2025-12,2025,PM (12-15)
BANKNIFTY,2025-12-16,12:30,12:33,3,LONG,59320.5,59310.0,59336.2,59341.5,59383.5,10.5,59341.5,T2,2.0,15,BOS,TRENDING,10.0,0,0,12,30,1,1,2025-26,2025-12,2025,PM (12-15)
